ValidedTID,Check
2020107158-4,
2020107159-2,
2020107163-4,
2020107164-2,
2020107166-7,
2020107167-5,
2020107168-3,
2020107169-1,
2020107170-9,
2020107172-5,
2020107173-3,
2020107174-1,
2020107175-8,
2020107176-6,
2020107177-4,
2020107178-2,
2020107179-0,
2020107180-8,
2020107181-6,
2020107182-4,
2020107183-2,
2020107184-0,
2020107185-7,
2020107186-5,
2020107187-3,
2020107188-1,
2020107189-9,
2020107190-7,
2020107191-5,
2020107193-1,
2020107194-9,
2020107195-6,
2020107196-4,
2020107197-2,
2020107198-0,
2020107199-8,
2020107200-4,
2020107201-2,
2020107202-0,
2020107203-8,
2020107204-6,
2020107205-3,
2020107206-1,
2020107207-9,
2020107208-7,
2020107209-5,
2020107210-3,
2020107211-1,
2020107212-9,
2020107213-7,
2020107214-5,
2020107215-2,
2020107216-0,
2020107217-8,
2020107218-6,
2020107219-4,
2020107220-2,
2020107221-0,
2020107222-8,
2020107223-6,
2020107224-4,
2020107225-1,
2020107226-9,
2020107227-7,
2020107228-5,
2020107229-3,
2020107230-1,
2020107231-9,
2020107232-7,
2020107233-5,
2020107234-3,
2020107235-0,
2020107236-8,
2020107237-6,
2020107238-4,
2020107239-2,
2020107240-0,
2020107242-6,
2020107243-4,
2020107244-2,
2020107245-9,
2020107246-7,
2020107247-5,
2020107248-3,
2020107249-1,
2020107251-7,
2020107252-5,
2020107253-3,
2020107254-1,
2020107255-8,
2020107256-6,
2020107257-4,
2020107258-2,
2020107259-0,
2020107260-8,
2020107261-6,
2020107262-4,
2020107263-2,
2020107264-0,
2020107265-7,
2020107266-5,
2020107267-3,
2020107268-1,
2020107269-9,
2020107270-7,
2020107271-5,
2020107272-3,
2020107273-1,
2020107274-9,
2020107275-6,
2020107276-4,
2020107278-0,
2020107279-8,
2020107280-6,
2020107281-4,
2020107282-2,
2020107283-0,
2020107284-8,
2020107285-5,
2020107286-3,
2020107287-1,
2020107288-9,
2020107289-7,
2020107290-5,
2020107291-3,
2020107292-1,
2020107293-9,
2020107294-7,
2020107295-4,
2020107296-2,
2020107297-0,
2020107298-8,
2020107299-6,
2020107300-2,
2020107301-0,
2020107302-8,
2020107303-6,
2020107304-4,
2020107305-1,
2020107306-9,
2020107307-7,
2020107308-5,
2020107309-3,
2020107310-1,
2020107311-9,
2020107312-7,
2020107313-5,
2020107314-3,
2020107315-0,
2020107316-8,
2020107317-6,
2020107318-4,
2020107319-2,
2020107320-0,
2020107321-8,
2020107322-6,
2020107323-4,
2020107324-2,
2020107325-9,
2020107326-7,
2020107327-5,
2020107328-3,
2020107329-1,
2020107330-9,
2020107331-7,
2020107332-5,
2020107333-3,
2020107334-1,
2020107335-8,
2020107336-6,
2020107337-4,
2020107338-2,
2020107339-0,
2020107341-6,
2020107342-4,
2020107343-2,
2020107344-0,
2020107346-5,
2020107347-3,
2020107348-1,
2020107349-9,
2020107350-7,
2020107351-5,
2020107352-3,
2020107353-1,
2020107354-9,
2020107355-6,
2020107356-4,
2020107357-2,
2020107358-0,
2020107359-8,
2020107360-6,
2020107361-4,
2020107362-2,
2020107363-0,
2020107364-8,
2020107369-7,
2020107370-5,
2020107371-3,
2020107372-1,
2020107373-9,
2020107374-7,
2020107375-4,
2020107376-2,
2020107377-0,
2020107378-8,
2020107380-4,
2020107381-2,
2020107382-0,
2020107383-8,
2020107384-6,
2020107385-3,
2020107386-1,
2020107388-7,
2020107389-5,
2020107390-3,
2020107391-1,
2020107392-9,
2020107393-7,
2020107394-5,
2020107395-2,
2020107396-0,
2020107398-6,
2020107399-4,
2020107400-0,
2020107401-8,
2020107402-6,
2020107404-2,
2020107405-9,
2020107406-7,
2020107407-5,
2020107408-3,
2020107409-1,
2020107410-9,
2020107411-7,
2020107414-1,
2020107415-8,
2020107416-6,
2020107417-4,
2020107418-2,
2020107419-0,
2020107420-8,
2020107421-6,
2020107423-2,
2020107424-0,
2020107425-7,
2020107426-5,
2020107427-3,
2020107428-1,
2020107429-9,
2020107430-7,
2020107431-5,
2020107432-3,
2020107433-1,
2020107435-6,
2020107436-4,
2020107437-2,
2020107438-0,
2020107439-8,
2020107440-6,
2020107441-4,
2020107442-2,
2020107443-0,
2020107444-8,
2020107446-3,
2020107447-1,
2020107448-9,
2020107449-7,
2020107451-3,
2020107452-1,
2020107453-9,
2020107454-7,
2020107455-4,
2020107456-2,
2020107457-0,
2020107458-8,
2020107459-6,
2020107460-4,
2020107461-2,
2020107462-0,
2020107463-8,
2020107464-6,
2020107465-3,
2020107466-1,
2020107467-9,
2020107468-7,
2020107469-5,
2020107470-3,
2020107471-1,
2020107472-9,
2020107473-7,
2020107474-5,
2020107475-2,
2020107476-0,
2020107477-8,
2020107478-6,
2020107479-4,
2020107480-2,
2020107481-0,
2020107482-8,
2020107483-6,
2020107484-4,
2020107485-1,
2020107488-5,
2020107489-3,
2020107491-9,
2020107492-7,
2020107493-5,
2020107494-3,
2020107495-0,
2020107496-8,
2020107497-6,
2020107498-4,
2020107499-2,
2020107501-5,
2020107502-3,
2020107503-1,
2020107504-9,
2020107505-6,
2020107506-4,
2020107507-2,
2020107508-0,
2020107509-8,
2020107510-6,
2020107511-4,
2020107512-2,
2020107513-0,
2020107514-8,
2020107515-5,
2020107516-3,
2020107517-1,
2020107518-9,
2020107519-7,
2020107520-5,
2020107521-3,
2020107522-1,
2020107523-9,
2020107524-7,
2020107525-4,
2020107526-2,
2020107527-0,
2020107528-8,
2020107529-6,
2020107531-2,
2020107532-0,
2020107533-8,
2020107534-6,
2020107535-3,
2020107536-1,
2020107537-9,
2020107538-7,
2020107539-5,
2020107540-3,
2020107541-1,
2020107542-9,
2020107543-7,
2020107544-5,
2020107546-0,
2020107547-8,
2020107548-6,
2020107549-4,
2020107550-2,
2020107551-0,
2020107552-8,
2020107553-6,
2020107554-4,
2020107555-1,
2020107556-9,
2020107557-7,
2020107558-5,
2020107559-3,
2020107560-1,
2020107561-9,
2020107562-7,
2020107564-3,
2020107565-0,
2020107568-4,
2020107569-2,
2020107570-0,
2020107571-8,
2020107572-6,
2020107573-4,
2020107574-2,
2020107575-9,
2020107576-7,
2020107577-5,
2020107578-3,
2020107579-1,
2020107581-7,
2020107582-5,
2020107583-3,
2020107584-1,
2020107585-8,
2020107586-6,
2020107587-4,
2020107588-2,
2020107590-8,
2020107591-6,
2020107592-4,
2020107593-2,
2020107594-0,
2020107595-7,
2020107596-5,
2020107597-3,
2020107598-1,
2020107599-9,
2020107600-5,
2020107601-3,
2020107602-1,
2020107603-9,
2020107604-7,
2020107605-4,
2020107606-2,
2020107608-8,
2020107609-6,
2020107611-2,
2020107612-0,
2020107613-8,
2020107614-6,
2020107615-3,
2020107616-1,
2020107617-9,
2020107618-7,
2020107619-5,
2020107620-3,
2020107621-1,
2020107623-7,
2020107624-5,
2020107625-2,
2020107626-0,
2020107627-8,
2020107628-6,
2020107629-4,
2020107630-2,
2020107631-0,
2020107632-8,
2020107633-6,
2020107634-4,
2020107635-1,
2020107638-5,
2020107639-3,
2020107640-1,
2020107641-9,
2020107642-7,
2020107643-5,
2020107644-3,
2020107645-0,
2020107646-8,
2020107647-6,
2020107648-4,
2020107649-2,
2020107650-0,
2020107652-6,
2020107653-4,
2020107654-2,
2020107655-9,
2020107656-7,
2020107657-5,
2020107658-3,
2020107659-1,
2020107660-9,
2020107661-7,
2020107662-5,
2020107663-3,
2020107664-1,
2020107665-8,
2020107666-6,
2020107667-4,
2020107668-2,
2020107669-0,
2020107670-8,
2020107671-6,
2020107672-4,
2020107673-2,
2020107674-0,
2020107676-5,
2020107677-3,
2020107678-1,
2020107679-9,
2020107680-7,
2020107681-5,
2020107683-1,
2020107684-9,
2020107685-6,
2020107686-4,
2020107687-2,
2020107688-0,
2020107689-8,
2020107690-6,
2020107692-2,
2020107693-0,
2020107694-8,
2020107695-5,
2020107696-3,
2020107697-1,
2020107698-9,
2020107699-7,
2020107700-3,
2020107702-9,
2020107703-7,
2020107704-5,
2020107706-0,
2020107708-6,
2020107709-4,
2020107710-2,
2020107712-8,
2020107713-6,
2020107714-4,
2020107716-9,
2020107718-5,
2020107719-3,
2020107720-1,
2020107721-9,
2020107722-7,
2020107723-5,
2020107724-3,
2020107725-0,
2020107726-8,
2020107727-6,
2020107728-4,
2020107729-2,
2020107730-0,
2020107731-8,
2020107732-6,
2020107733-4,
2020107734-2,
2020107735-9,
2020107736-7,
2020107737-5,
2020107738-3,
2020107739-1,
2020107740-9,
2020107741-7,
2020107742-5,
2020107743-3,
2020107744-1,
2020107745-8,
2020107746-6,
2020107747-4,
2020107748-2,
2020107749-0,
2020107750-8,
2020107751-6,
2020107752-4,
2020107753-2,
2020107754-0,
2020107755-7,
2020107756-5,
2020107757-3,
2020107758-1,
2020107759-9,
2020107760-7,
2020107761-5,
2020107762-3,
2020107763-1,
2020107764-9,
2020107765-6,
2020107766-4,
2020107767-2,
2020107768-0,
2020107769-8,
2020107770-6,
2020107771-4,
2020107772-2,
2020107773-0,
2020107774-8,
2020107775-5,
2020107776-3,
2020107777-1,
2020107778-9,
2020107779-7,
2020107780-5,
2020107781-3,
2020107782-1,
2020107783-9,
2020107784-7,
2020107785-4,
2020107786-2,
2020107787-0,
2020107789-6,
2020107790-4,
2020107791-2,
2020107792-0,
2020107793-8,
2020107794-6,
2020107795-3,
2020107796-1,
2020107797-9,
2020107798-7,
2020107799-5,
2020107801-9,
2020107802-7,
2020107803-5,
2020107805-0,
2020107806-8,
2020107807-6,
2020107808-4,
2020107809-2,
2020107810-0,
2020107811-8,
2020107812-6,
2020107814-2,
2020107815-9,
2020107816-7,
2020107817-5,
2020107818-3,
2020107819-1,
2020107820-9,
2020107821-7,
2020107822-5,
2020107823-3,
2020107824-1,
2020107825-8,
2020107826-6,
2020107827-4,
2020107828-2,
2020107829-0,
2020107830-8,
2020107831-6,
2020107832-4,
2020107833-2,
2020107834-0,
2020107835-7,
2020107836-5,
2020107837-3,
2020107838-1,
2020107839-9,
2020107840-7,
2020107841-5,
2020107842-3,
2020107843-1,
2020107844-9,
2020107845-6,
2020107846-4,
2020107847-2,
2020107848-0,
2020107849-8,
2020107850-6,
2020107852-2,
2020107854-8,
2020107855-5,
2020107856-3,
2020107857-1,
2020107858-9,
2020107859-7,
2020107860-5,
2020107862-1,
2020107863-9,
2020107864-7,
2020107865-4,
2020107866-2,
2020107867-0,
2020107868-8,
2020107870-4,
2020107871-2,
2020107872-0,
2020107873-8,
2020107874-6,
2020107875-3,
2020107876-1,
2020107877-9,
2020107878-7,
2020107879-5,
2020107880-3,
2020107881-1,
2020107882-9,
2020107883-7,
2020107885-2,
2020107886-0,
2020107887-8,
2020107888-6,
2020107889-4,
2020107890-2,
2020107891-0,
2020107892-8,
2020107893-6,
2020107894-4,
2020107895-1,
2020107897-7,
2020107898-5,
2020107899-3,
2020107901-7,
2020107902-5,
2020107903-3,
2020107904-1,
2020107905-8,
2020107906-6,
2020107907-4,
2020107909-0,
2020107910-8,
2020107911-6,
2020107913-2,
2020107914-0,
2020107915-7,
2020107916-5,
2020107918-1,
2020107919-9,
2020107920-7,
2020107921-5,
2020107922-3,
2020107923-1,
2020107924-9,
2020107925-6,
2020107926-4,
2020107927-2,
2020107928-0,
2020107929-8,
2020107930-6,
2020107931-4,
2020107932-2,
2020107933-0,
2020107934-8,
2020107936-3,
2020107937-1,
2020107938-9,
2020107939-7,
2020107940-5,
2020107941-3,
2020107942-1,
2020107943-9,
2020107944-7,
2020107945-4,
2020107946-2,
2020107947-0,
2020107948-8,
2020107949-6,
2020107950-4,
2020107951-2,
2020107952-0,
2020107953-8,
2020107954-6,
2020107955-3,
2020107956-1,
2020107957-9,
2020107958-7,
2020107959-5,
2020107960-3,
2020107961-1,
2020107962-9,
2020107963-7,
2020107964-5,
2020107965-2,
2020107966-0,
2020107967-8,
2020107968-6,
2020107969-4,
2020107970-2,
2020107971-0,
2020107972-8,
2020107973-6,
2020107974-4,
2020107975-1,
2020107976-9,
2020107977-7,
2020107979-3,
2020107980-1,
2020107982-7,
2020107983-5,
2020107984-3,
2020107985-0,
2020107986-8,
2020107987-6,
2020107988-4,
2020107989-2,
2020107990-0,
2020107991-8,
2020107992-6,
2020107993-4,
2020107994-2,
2020107995-9,
2020107996-7,
2020107997-5,
2020107998-3,
2020107999-1,
2020108000-7,
2020108001-5,
2020108002-3,
2020108003-1,
2020108004-9,
2020108005-6,
2020108006-4,
2020108007-2,
2020108008-0,
2020108009-8,
2020108010-6,
2020108011-4,
2020108012-2,
2020108013-0,
2020108014-8,
2020108015-5,
2020108016-3,
2020108017-1,
2020108018-9,
2020108019-7,
2020108020-5,
2020108021-3,
2020108022-1,
2020108023-9,
2020108024-7,
2020108025-4,
2020108026-2,
2020108027-0,
2020108028-8,
2020108029-6,
2020108030-4,
2020108031-2,
2020108032-0,
2020108034-6,
2020108035-3,
2020108036-1,
2020108037-9,
2020108038-7,
2020108039-5,
2020108040-3,
2020108041-1,
2020108042-9,
2020108043-7,
2020108044-5,
2020108045-2,
2020108046-0,
2020108047-8,
2020108048-6,
2020108049-4,
2020108050-2,
2020108051-0,
2020108052-8,
2020108053-6,
2020108054-4,
2020108055-1,
2020108056-9,
2020108057-7,
2020108058-5,
2020108059-3,
2020108061-9,
2020108062-7,
2020108063-5,
2020108064-3,
2020108065-0,
2020108066-8,
2020108067-6,
2020108068-4,
2020108069-2,
2020108070-0,
2020108071-8,
2020108072-6,
2020108074-2,
2020108075-9,
2020108076-7,
2020108077-5,
2020108078-3,
2020108079-1,
2020108080-9,
2020108081-7,
2020108082-5,
2020108083-3,
2020108084-1,
2020108085-8,
2020108086-6,
2020108087-4,
2020108088-2,
2020108089-0,
2020108090-8,
2020108091-6,
2020108092-4,
2020108093-2,
2020108094-0,
2020108095-7,
2020108096-5,
2020108097-3,
2020108098-1,
2020108099-9,
2020108100-5,
2020108101-3,
2020108102-1,
2020108103-9,
2020108104-7,
2020108105-4,
2020108106-2,
2020108107-0,
2020108108-8,
2020108109-6,
2020108110-4,
2020108111-2,
2020108112-0,
2020108113-8,
2020108114-6,
2020108115-3,
2020108116-1,
2020108117-9,
2020108118-7,
2020108119-5,
2020108120-3,
2020108121-1,
2020108122-9,
2020108123-7,
2020108125-2,
2020108126-0,
2020108127-8,
2020108128-6,
2020108129-4,
2020108130-2,
2020108131-0,
2020108132-8,
2020108133-6,
2020108134-4,
2020108135-1,
2020108137-7,
2020108138-5,
2020108139-3,
2020108140-1,
2020108141-9,
2020108142-7,
2020108143-5,
2020108144-3,
2020108145-0,
2020108146-8,
2020108147-6,
2020108148-4,
2020108149-2,
2020108150-0,
2020108151-8,
2020108152-6,
2020108153-4,
2020108154-2,
2020108155-9,
2020108157-5,
2020108158-3,
2020108159-1,
2020108160-9,
2020108161-7,
2020108162-5,
2020108163-3,
2020108164-1,
2020108165-8,
2020108166-6,
2020108167-4,
2020108168-2,
2020108169-0,
2020108170-8,
2020108171-6,
2020108172-4,
2020108173-2,
2020108174-0,
2020108175-7,
2020108176-5,
2020108177-3,
2020108178-1,
2020108179-9,
2020108180-7,
2020108181-5,
2020108182-3,
2020108183-1,
2020108184-9,
2020108186-4,
2020108187-2,
2020108188-0,
2020108189-8,
2020108190-6,
2020108191-4,
2020108192-2,
2020108194-8,
2020108195-5,
2020108196-3,
2020108197-1,
2020108198-9,
2020108199-7,
2020108200-3,
2020108201-1,
2020108202-9,
2020108203-7,
2020108204-5,
2020108205-2,
2020108206-0,
2020108207-8,
2020108208-6,
2020108209-4,
2020108210-2,
2020108211-0,
2020108212-8,
2020108213-6,
2020108214-4,
2020108215-1,
2020108216-9,
2020108217-7,
2020108218-5,
2020108219-3,
2020108220-1,
2020108221-9,
2020108222-7,
2020108223-5,
2020108224-3,
2020108225-0,
2020108226-8,
2020108227-6,
2020108228-4,
2020108229-2,
2020108230-0,
2020108231-8,
2020108232-6,
2020108233-4,
2020108234-2,
2020108235-9,
2020108236-7,
2020108237-5,
2020108238-3,
2020108239-1,
2020108240-9,
2020108241-7,
2020108242-5,
2020108243-3,
2020108244-1,
2020108245-8,
2020108247-4,
2020108248-2,
2020108249-0,
2020108250-8,
2020108251-6,
2020108252-4,
2020108253-2,
2020108254-0,
2020108255-7,
2020108256-5,
2020108257-3,
2020108258-1,
2020108259-9,
2020108260-7,
2020108261-5,
2020108262-3,
2020108263-1,
2020108264-9,
2020108265-6,
2020108266-4,
2020108267-2,
2020108268-0,
2020108269-8,
2020108270-6,
2020108272-2,
2020108273-0,
2020108274-8,
2020108275-5,
2020108276-3,
2020108277-1,
2020108278-9,
2020108279-7,
2020108280-5,
2020108281-3,
2020108282-1,
2020108283-9,
2020108285-4,
2020108286-2,
2020108287-0,
2020108288-8,
2020108289-6,
2020108291-2,
2020108292-0,
2020108293-8,
2020108294-6,
2020108295-3,
2020108297-9,
2020108298-7,
2020108300-1,
2020108301-9,
2020108302-7,
2020108303-5,
2020108304-3,
2020108305-0,
2020108306-8,
2020108307-6,
2020108308-4,
2020108309-2,
2020108310-0,
2020108312-6,
2020108313-4,
2020108314-2,
2020108315-9,
2020108316-7,
2020108318-3,
2020108319-1,
2020108320-9,
2020108321-7,
2020108322-5,
2020108323-3,
2020108324-1,
2020108325-8,
2020108326-6,
2020108328-2,
2020108329-0,
2020108330-8,
2020108331-6,
2020108332-4,
2020108333-2,
2020108334-0,
2020108335-7,
2020108336-5,
2020108337-3,
2020108338-1,
2020108339-9,
2020108340-7,
2020108341-5,
2020108342-3,
2020108343-1,
2020108344-9,
2020108345-6,
2020108346-4,
2020108347-2,
2020108348-0,
2020108349-8,
2020108350-6,
2020108351-4,
2020108352-2,
2020108353-0,
2020108354-8,
2020108355-5,
2020108356-3,
2020108357-1,
2020108358-9,
2020108359-7,
2020108360-5,
2020108361-3,
2020108362-1,
2020108363-9,
2020108364-7,
2020108365-4,
2020108366-2,
2020108367-0,
2020108369-6,
2020108371-2,
2020108373-8,
2020108374-6,
2020108375-3,
2020108376-1,
2020108377-9,
2020108378-7,
2020108379-5,
2020108380-3,
2020108381-1,
2020108382-9,
2020108383-7,
2020108384-5,
2020108385-2,
2020108386-0,
2020108387-8,
2020108388-6,
2020108389-4,
2020108390-2,
2020108391-0,
2020108392-8,
2020108393-6,
2020108394-4,
2020108395-1,
2020108397-7,
2020108398-5,
2020108399-3,
2020108400-9,
2020108401-7,
2020108402-5,
2020108403-3,
2020108405-8,
2020108406-6,
2020108407-4,
2020108408-2,
2020108409-0,
2020108410-8,
2020108411-6,
2020108412-4,
2020108413-2,
2020108414-0,
2020108415-7,
2020108416-5,
2020108417-3,
2020108418-1,
2020108419-9,
2020108420-7,
2020108421-5,
2020108422-3,
2020108423-1,
2020108424-9,
2020108425-6,
2020108426-4,
2020108427-2,
2020108428-0,
2020108429-8,
2020108430-6,
2020108431-4,
2020108432-2,
2020108433-0,
2020108434-8,
2020108435-5,
2020108437-1,
2020108438-9,
2020108439-7,
2020108440-5,
2020108441-3,
2020108442-1,
2020108443-9,
2020108444-7,
2020108446-2,
2020108447-0,
2020108449-6,
2020108450-4,
2020108451-2,
2020108452-0,
2020108453-8,
2020108454-6,
2020108455-3,
2020108457-9,
2020108458-7,
2020108459-5,
2020108461-1,
2020108462-9,
2020108463-7,
2020108464-5,
2020108465-2,
2020108466-0,
2020108467-8,
2020108468-6,
2020108469-4,
2020108470-2,
2020108471-0,
2020108472-8,
2020108473-6,
2020108474-4,
2020108475-1,
2020108476-9,
2020108477-7,
2020108478-5,
2020108481-9,
2020108482-7,
2020108483-5,
2020108484-3,
2020108485-0,
2020108486-8,
2020108487-6,
2020108488-4,
2020108489-2,
2020108490-0,
2020108491-8,
2020108492-6,
2020108493-4,
2020108494-2,
2020108495-9,
2020108496-7,
2020108497-5,
2020108498-3,
2020108499-1,
2020108500-6,
2020108501-4,
2020108503-0,
2020108504-8,
2020108505-5,
2020108506-3,
2020108507-1,
2020108508-9,
2020108509-7,
2020108511-3,
2020108512-1,
2020108515-4,
2020108516-2,
2020108517-0,
2020108518-8,
2020108519-6,
2020108520-4,
2020108521-2,
2020108522-0,
2020108523-8,
2020108524-6,
2020108525-3,
2020108526-1,
2020108527-9,
2020108528-7,
2020108529-5,
2020108530-3,
2020108531-1,
2020108532-9,
2020108533-7,
2020108534-5,
2020108535-2,
2020108536-0,
2020108537-8,
2020108538-6,
2020108539-4,
2020108540-2,
2020108542-8,
2020108545-1,
2020108546-9,
2020108547-7,
2020108548-5,
2020108550-1,
2020108551-9,
2020108552-7,
2020108553-5,
2020108554-3,
2020108555-0,
2020108556-8,
2020108557-6,
2020108558-4,
2020108559-2,
2020108560-0,
2020108562-6,
2020108563-4,
2020108564-2,
2020108565-9,
2020108566-7,
2020108567-5,
2020108568-3,
2020108569-1,
2020108570-9,
2020108572-5,
2020108575-8,
2020108576-6,
2020108577-4,
2020108578-2,
2020108579-0,
2020108580-8,
2020108581-6,
2020108582-4,
2020108583-2,
2020108584-0,
2020108585-7,
2020108586-5,
2020108587-3,
2020108588-1,
2020108589-9,
2020108591-5,
2020108592-3,
2020108593-1,
2020108594-9,
2020108595-6,
2020108598-0,
2020108599-8,
2020108600-4,
2020108601-2,
2020108602-0,
2020108603-8,
2020108604-6,
2020108605-3,
2020108606-1,
2020108607-9,
2020108608-7,
2020108609-5,
2020108610-3,
2020108611-1,
2020108612-9,
2020108613-7,
2020108614-5,
2020108615-2,
2020108616-0,
2020108617-8,
2020108618-6,
2020108619-4,
2020108620-2,
2020108621-0,
2020108622-8,
2020108623-6,
2020108624-4,
2020108625-1,
2020108627-7,
2020108628-5,
2020108629-3,
2020108630-1,
2020108631-9,
2020108632-7,
2020108633-5,
2020108634-3,
2020108635-0,
2020108636-8,
2020108637-6,
2020108638-4,
2020108639-2,
2020108641-8,
2020108642-6,
2020108643-4,
2020108644-2,
2020108645-9,
2020108647-5,
2020108648-3,
2020108649-1,
2020108650-9,
2020108651-7,
2020108652-5,
2020108654-1,
2020108655-8,
2020108656-6,
2020108657-4,
2020108658-2,
2020108659-0,
2020108660-8,
2020108661-6,
2020108662-4,
2020108663-2,
2020108666-5,
2020108667-3,
2020108668-1,
2020108669-9,
2020108670-7,
2020108671-5,
2020108672-3,
2020108673-1,
2020108674-9,
2020108675-6,
2020108676-4,
2020108677-2,
2020108678-0,
2020108679-8,
2020108680-6,
2020108681-4,
2020108682-2,
2020108683-0,
2020108684-8,
2020108685-5,
2020108686-3,
2020108687-1,
2020108688-9,
2020108689-7,
2020108690-5,
2020108691-3,
2020108692-1,
2020108694-7,
2020108695-4,
2020108696-2,
2020108697-0,
2020108698-8,
2020108699-6,
2020108701-0,
2020108702-8,
2020108703-6,
2020108704-4,
2020108705-1,
2020108706-9,
2020108707-7,
2020108708-5,
2020108709-3,
2020108710-1,
2020108711-9,
2020108712-7,
2020108713-5,
2020108714-3,
2020108716-8,
2020108718-4,
2020108720-0,
2020108721-8,
2020108722-6,
2020108723-4,
2020108724-2,
2020108725-9,
2020108726-7,
2020108727-5,
2020108728-3,
2020108729-1,
2020108730-9,
2020108731-7,
2020108732-5,
2020108733-3,
2020108734-1,
2020108736-6,
2020108737-4,
2020108738-2,
2020108739-0,
2020108740-8,
2020108741-6,
2020108742-4,
2020108743-2,
2020108744-0,
2020108745-7,
2020108746-5,
2020108747-3,
2020108748-1,
